p,pfail,err
0.025,0.4421231507397041,0.009930793516327627
0.0251053,0.47481007596961217,0.009985304430467289
0.0252105,0.45451819272291083,0.00995655105541855
0.0253158,0.4672131147540984,0.009976482144721919
0.0254211,0.47870851659336267,0.009988931754231864
0.0255263,0.4867053178728509,0.009994465710227938
0.0256316,0.49450219912035187,0.009997396186107376
0.0257368,0.4946021591363455,0.00999741796561555
0.0258421,0.5101959216313474,0.009995921663002257
0.0259474,0.5144942023190724,0.009993798918975724
0.0260526,0.5176929228308677,0.009991739100505945
0.0261579,0.521891243502599,0.00998841338863961
0.0262632,0.5212914834066373,0.009988931754231864
0.0263684,0.532686925229908,0.009976613295225428
0.0264737,0.5310875649740104,0.009978657018018075
0.026579,0.5237904838064774,0.009986676707866063
0.0266842,0.5349860055977609,0.009973495050558554
0.0267895,0.5260895641743303,0.009984380737581686
0.0268947,0.5299880047980807,0.009980002387185728
0.027,0.5323870451819273,0.009977004333744838
