p,pfail,err
0.025,0.24530187924830069,0.008603600300976651
0.0251053,0.2778888444622151,0.00895737461593875
0.0252105,0.30257896841263493,0.009185653162687026
0.0253158,0.3311675329868053,0.009410781801064803
0.0254211,0.35655737704918034,0.00957773419820403
0.0255263,0.3730507796881247,0.009670374952616526
0.0256316,0.39734106357457016,0.00978499660936792
0.0257368,0.423030787684926,0.009878828859656567
0.0258421,0.4426229508196721,0.00993195309161585
0.0259474,0.4564174330267893,0.00995994697400143
0.0260526,0.4713114754098361,0.009981529694827159
0.0261579,0.49150339864054376,0.009996556939560593
0.0262632,0.5,0.00999800059980007
0.0263684,0.5110955617752899,0.009995538559133342
0.0264737,0.5116953218712516,0.0099952651614788
0.026579,0.5266893242702919,0.009983746887177939
0.0266842,0.5244902039184326,0.0099860003947156
0.0267895,0.5378848460615754,0.009969259797958353
0.0268947,0.5371851259496202,0.009970313119745139
0.027,0.5320871651339464,0.00997739175310806
