14,0.0512895,0.0512895,10000,4897
14,0.0513421,0.0513421,10000,5132
14,0.0513947,0.0513947,10000,5184
14,0.0514474,0.0514474,10000,5269
14,0.0515,0.0515,10000,5239
14,0.0510263,0.0510263,10000,2286
14,0.0510789,0.0510789,10000,2896
14,0.0511316,0.0511316,10000,3611
14,0.0511842,0.0511842,10000,4120
14,0.0512368,0.0512368,10000,4546
14,0.0507632,0.0507632,10000,268
14,0.0508158,0.0508158,10000,500
14,0.0508684,0.0508684,10000,744
14,0.0509211,0.0509211,10000,1088
14,0.0509737,0.0509737,10000,1685
14,0.0505,0.0505,10000,12
14,0.0505526,0.0505526,10000,21
14,0.0506053,0.0506053,10000,42
14,0.0506579,0.0506579,10000,94
14,0.0507105,0.0507105,10000,128
