p,pfail,err
0.0505526,0.002299080367852859,0.0009576799979818892
0.0506053,0.004398240703718513,0.0013231999583284374
0.0506579,0.009596161535385846,0.0019493870943585294
0.0507105,0.012994802079168333,0.0022645802149221174
0.0507632,0.026989204318272692,0.0032403880664956006
0.0508158,0.050179928028788484,0.004365448234192163
0.0508684,0.0745701719312275,0.005252879920269181
0.0509211,0.1089564174330268,0.00623044454574308
0.0509737,0.16863254698120753,0.007487043615679964
0.0510263,0.22870851659336267,0.008398342666776049
0.0510789,0.2896841263494602,0.009070500742668785
0.0511316,0.36115553778488607,0.009604789707783614
0.0511842,0.41203518592562977,0.009842059242957637
0.0512368,0.45461815273890444,0.009956733428160286
0.0512895,0.4897041183526589,0.009995880695371025
0.0513421,0.5131947221111556,0.009994518675851228
0.0513947,0.5183926429428228,0.00999123387637794
0.0514474,0.5268892443022791,0.009983532393332606
0.0515,0.523890443822471,0.009986581294677577
