p,pfail,err
0.0505526,0.0005997600959616154,0.0004895551938243969
0.0506053,0.000899640143942423,0.000599490251127617
0.0506579,0.0027988804478208716,0.001056395899984882
0.0507105,0.010795681727309077,0.0020663847693338034
0.0507632,0.029788084766093563,0.0033993645931217568
0.0508158,0.06907237105157937,0.005070529295509718
0.0508684,0.13724510195921633,0.0068807423823796215
0.0509211,0.23620551779288285,0.008493299359449653
0.0509737,0.34536185525789687,0.009507820897187902
0.0510263,0.4292283086765294,0.00989734126607905
0.0510789,0.48350659736105556,0.009992559560449376
0.0511316,0.507796881247501,0.00999678494184283
0.0511842,0.5134946021591363,0.00999435857890166
0.0512368,0.5115953618552579,0.009995311727543366
0.0512895,0.5173930427828869,0.009991949619679844
0.0513421,0.5164934026389444,0.009992559560449376
0.0513947,0.5043982407037185,0.009997613779246189
0.0514474,0.5186925229908037,0.009991011345735278
0.0515,0.5108956417433027,0.009995626492462086
