32,0.025,0.025,100000,0
32,0.0251053,0.0251053,100000,0
32,0.0252105,0.0252105,100000,2
32,0.0253158,0.0253158,100000,0
32,0.0254211,0.0254211,100000,4
32,0.0255263,0.0255263,100000,40
32,0.0256316,0.0256316,100000,156
32,0.0257368,0.0257368,100000,631
32,0.0258421,0.0258421,100000,2128
32,0.0259474,0.0259474,100000,5712
32,0.0260526,0.0260526,100000,12820
32,0.0261579,0.0261579,100000,22804
32,0.0262632,0.0262632,100000,33305
32,0.0263684,0.0263684,100000,42046
32,0.0264737,0.0264737,100000,47199
32,0.026579,0.026579,100000,49590
32,0.0266842,0.0266842,100000,50587
32,0.0267895,0.0267895,100000,50949
32,0.0268947,0.0268947,100000,51262
32,0.027,0.027,100000,51298
