p,pfail,err
0.0255263,0.027268909243630256,0.0010300340744285779
0.0256316,0.0405683772649094,0.0012477343818283408
0.0257368,0.05871765129394824,0.0014868446860832507
0.0258421,0.08147674093036278,0.0017301478342176553
0.0259474,0.11057557697692093,0.0019833777750670025
0.0260526,0.14770409183632655,0.002243947929777525
0.0261579,0.19223231070757169,0.0024921704477347353
0.0262632,0.23950041998320068,0.0026991308490233
0.0263684,0.2937782488700452,0.0028807241505514783
0.0264737,0.344416223351066,0.0030052264943419647
0.026579,0.38671453141874323,0.0030799799761145968
0.0266842,0.42787288508459664,0.0031291397397909164
0.0267895,0.4618915243390264,0.003153016349914438
0.0268947,0.4809907603695852,0.0031599282502115583
0.027,0.49921003159873606,0.003162210469749729
