p,pfail,err
0.0255263,0.00041998320067197315,0.00012958240979117486
0.0256316,0.0015799368025278988,0.0002511873808237692
0.0257368,0.006329746810127595,0.00050157470184473
0.0258421,0.021299148034078636,0.0009131190621310982
0.0259474,0.05713771449142034,0.0014679351653321432
0.0260526,0.1282148714051438,0.0021144393800893338
0.0261579,0.2280508779648814,0.002653575953757388
0.0262632,0.33305667773289066,0.002980745157229834
0.0263684,0.4204631814727411,0.0031219490574488536
0.0264737,0.4719911203551858,0.0031572490205219145
0.026579,0.4959001639934403,0.0031621081095814713
0.0266842,0.5058697652093916,0.0031619965062250227
0.0267895,0.5094896204151834,0.003161644832085549
0.0268947,0.5126194952201912,0.0031612070802791974
0.027,0.5129794808207672,0.0031611487798964143
