p,pfail,err
0.0252105,0.327469012395042,0.009383922427555152
0.0253158,0.3397640943622551,0.009470686577861093
0.0254211,0.359156337465014,0.009593144100033252
0.0255263,0.3751499400239904,0.009681296091535984
0.0256316,0.3936425429828069,0.009769189409057967
0.0257368,0.41193522590963616,0.009841701813605719
0.0258421,0.41693322670931626,0.009859061011902457
0.0259474,0.4297281087564974,0.00989876508966166
0.0260526,0.4534186325469812,0.00995451824595641
0.0261579,0.4540183926429428,0.009955633122087209
0.0262632,0.45871651339464214,0.009963862607957518
0.0263684,0.47331067572970814,0.00998374688717794
0.0264737,0.48100759696121553,0.009990785211136857
0.026579,0.4884046381447421,0.009995311727543366
0.0266842,0.5033986405437825,0.0099977696281704
0.0267895,0.5045981607357057,0.009997577813764818
0.0268947,0.5129948020791684,0.009994623407049902
0.027,0.5157936825269892,0.009993011544324597
