p,pfail,err
0.0252105,0.0010995601759296281,0.0006626950968756942
0.0253158,0.002299080367852859,0.0009576799979818892
0.0254211,0.003398640543782487,0.001163741464766093
0.0255263,0.006597361055577769,0.0016187915735537428
0.0256316,0.013494602159136346,0.002307134586598909
0.0257368,0.02499000399840064,0.0031212664989714004
0.0258421,0.03738504598160736,0.0037933106971359703
0.0259474,0.05897640943622551,0.004710668834268444
0.0260526,0.09146341463414634,0.00576418710885005
0.0261579,0.13094762095161935,0.006745512273590411
0.0262632,0.17792882846861255,0.007647527072147712
0.0263684,0.22860855657736906,0.00839705124355911
0.0264737,0.2935825669732107,0.009106237857089416
0.026579,0.3429628148740504,0.009492085604304226
0.0266842,0.3857457017193123,0.009733472450024242
0.0267895,0.42443022790883644,0.009883147938443831
0.0268947,0.46241503398640543,0.009969713639612745
0.027,0.47810875649740103,0.00998841338863961
