p,pfail,err
0.0252105,0.13864454218312675,0.006910122526052136
0.0253158,0.16183526589364255,0.00736451971159543
0.0254211,0.17323070771691323,0.007567418682623355
0.0255263,0.2061175529788085,0.00808870027286788
0.0256316,0.2264094362255098,0.008368468728380329
0.0257368,0.24750099960015995,0.008629479402196372
0.0258421,0.2700919632147141,0.00887836627390067
0.0259474,0.2891843262694922,0.00906586039788388
0.0260526,0.32227109156337463,0.00934505441533435
0.0261579,0.3441623350659736,0.00949998678817891
0.0262632,0.36555377848860454,0.009629776340682834
0.0263684,0.3980407836865254,0.009787921430065138
0.0264737,0.406937225109956,0.009823295227175954
0.026579,0.4332267093162735,0.009908443881682131
0.0266842,0.43542582966813276,0.009914270195479686
0.0267895,0.4735105957616953,0.009983959775766238
0.0268947,0.47441023590563774,0.009984897912092642
0.027,0.491703318672531,0.009996624081877162
