p,pfail,err
0.0252105,0.024890043982407038,0.0031151773858203165
0.0253158,0.034486205517792884,0.0036487583482216917
0.0254211,0.04468212714914034,0.004131274245831381
0.0255263,0.05937624950019992,0.00472560595665074
0.0256316,0.07706917233106757,0.0053329569500396605
0.0257368,0.09806077568972411,0.005946746880854734
0.0258421,0.12315073970411836,0.006570889085384851
0.0259474,0.15023990403838464,0.0071446995329826155
0.0260526,0.1838264694122351,0.00774530332090706
0.0261579,0.21661335465813675,0.008237090738314197
0.0262632,0.2538984406237505,0.008703063349439988
0.0263684,0.29158336665333867,0.009088012213426035
0.0264737,0.3309676129548181,0.00940934676421862
0.026579,0.36445421831267494,0.00962361111383667
0.0266842,0.3857457017193123,0.009733472450024242
0.0267895,0.4183326669332267,0.009863734656779477
0.0268947,0.4538184726109556,0.009955263115845995
0.027,0.4699120351859256,0.00997988209002123
