p,pfail,err
0.0254211,0.0012994802079168333,0.0007203534271580992
0.0255263,0.002499000399840064,0.000998350378046569
0.0256316,0.0075969612155137945,0.0017362295818978222
0.0257368,0.014994002399040383,0.002430084523658042
0.0258421,0.0349860055977609,0.0036741521806168023
0.0259474,0.06487405037984806,0.0049250848320230335
0.0260526,0.1170531787285086,0.006428387291223032
0.0261579,0.19352259096361454,0.007899599839807456
0.0262632,0.2725909636145542,0.008904063068759351
0.0263684,0.3556577369052379,0.009572328486048474
0.0264737,0.43542582966813276,0.009914270195479686
0.026579,0.47161135545781685,0.00998187251135226
0.0266842,0.5034986005597761,0.009997755841632745
0.0267895,0.5136945221911235,0.00999424984742615
0.0268947,0.5106957217113155,0.009995712826250447
0.027,0.5190923630547781,0.009990709032016138
