p,pfail,err
0.0254211,0.0064974010395841665,0.001606562015958781
0.0255263,0.011295481807277089,0.002113142543853388
0.0256316,0.022391043582566973,0.002958440966245553
0.0257368,0.03558576569372251,0.0037043594153394984
0.0258421,0.055177928828468614,0.0045656316104857346
0.0259474,0.08626549380247901,0.00561399114658723
0.0260526,0.13434626149540185,0.006819115578440911
0.0261579,0.1924230307876849,0.007882493876951543
0.0262632,0.2588964414234306,0.008758820858971263
0.0263684,0.31437425029988003,0.009283466987908188
0.0264737,0.3730507796881247,0.009670374952616526
0.026579,0.4289284286285486,0.00989648202921095
0.0266842,0.46271491403438625,0.009970163854165244
0.0267895,0.48890443822471014,0.009995538559133342
0.0268947,0.5053978408636546,0.00999741796561555
0.027,0.5127948820471812,0.009994726538226542
