p,pfail,err
0.0254211,0.00019992003198720512,0.0002827013575563097
0.0255263,0.0006997201119552179,0.0005287535998367493
0.0256316,0.002099160335865654,0.0009151866028809403
0.0257368,0.00739704118352659,0.0017134047052079636
0.0258421,0.019992003198720514,0.0027988918672316307
0.0259474,0.05787684926029588,0.004669274781077493
0.0260526,0.12694922031187525,0.006656990318574321
0.0261579,0.22161135545781688,0.008304957321355878
0.0262632,0.3363654538184726,0.00944742253746204
0.0263684,0.4216313474610156,0.009874428590237315
0.0264737,0.47570971611355456,0.009986195632081592
0.026579,0.491703318672531,0.009996624081877162
0.0266842,0.5021991203518592,0.009997903896064676
0.0267895,0.5131947221111556,0.009994518675851228
0.0268947,0.5128948420631747,0.009994675172637862
0.027,0.5076969212315074,0.009996815914582522
