32,0.0001,0.0001,10000,0
32,0.000252632,0.000252632,10000,0
32,0.000405265,0.000405265,10000,0
32,0.000557897,0.000557897,10000,0
32,0.00071053,0.00071053,10000,0
32,0.00086316,0.00086316,10000,1
32,0.00101579,0.00101579,10000,12
32,0.00116842,0.00116842,10000,65
32,0.00132105,0.00132105,10000,209
32,0.00147368,0.00147368,10000,606
32,0.00162632,0.00162632,10000,1556
32,0.00177895,0.00177895,10000,2942
32,0.00193158,0.00193158,10000,4410
32,0.00208421,0.00208421,10000,5097
32,0.00223684,0.00223684,10000,5091
32,0.00238947,0.00238947,10000,5111
32,0.0025421,0.0025421,10000,5171
32,0.00269474,0.00269474,10000,5143
32,0.00284737,0.00284737,10000,5169
32,0.003,0.003,10000,5021
