52.0,42.0,35.0,48.0,43.0,31.0,27.0,29.0,40.0,86.0,92.0,74.0,79.0,80.0,80.0,71.0,88.0,65.0
94.0,87.0,87.0,83.0,103.0,74.0,71.0,83.0,76.0,151.0,163.0,154.0,143.0,146.0,143.0,137.0,139.0,127.0
143.0,123.0,113.0,128.0,144.0,118.0,109.0,124.0,124.0,223.0,234.0,208.0,208.0,203.0,192.0,207.0,211.0,189.0
153.0,136.0,153.0,160.0,169.0,153.0,135.0,137.0,148.0,241.0,250.0,231.0,242.0,237.0,252.0,232.0,252.0,212.0
200.0,192.0,207.0,196.0,215.0,195.0,171.0,186.0,202.0,280.0,317.0,269.0,280.0,272.0,271.0,275.0,297.0,277.0
232.0,217.0,231.0,226.0,230.0,212.0,217.0,219.0,219.0,331.0,338.0,298.0,314.0,324.0,323.0,313.0,331.0,300.0
313.0,288.0,282.0,262.0,297.0,289.0,320.0,297.0,289.0,368.0,403.0,373.0,368.0,382.0,384.0,350.0,368.0,385.0
366.0,375.0,370.0,369.0,400.0,386.0,388.0,389.0,382.0,446.0,417.0,415.0,419.0,446.0,430.0,407.0,437.0,432.0
454.0,472.0,425.0,476.0,467.0,469.0,440.0,439.0,462.0,478.0,483.0,468.0,499.0,463.0,487.0,471.0,486.0,485.0
496.0,487.0,489.0,494.0,500.0,473.0,483.0,508.0,522.0,508.0,480.0,502.0,503.0,499.0,513.0,509.0,517.0,479.0
