p,pfail,err
0.0526316,0.0002998800479808077,0.0003462197289796732
0.0528947,0.00019992003198720512,0.0002827013575563097
0.0531579,0.00019992003198720512,0.0002827013575563097
0.0534211,0.0007996801279488205,0.0005652331027748859
0.0536842,0.001999200319872051,0.000893175403971877
0.0539474,0.00859656137544982,0.0018459959704013663
0.0542105,0.030287884846061576,0.003426881110483286
0.0544737,0.13534586165533785,0.00684048440276703
0.0547368,0.34966013594562173,0.009535344828061983
0.055,0.4934026389444222,0.00999713023250606
