p,pfail,err
0.0526316,0.0002998800479808077,0.0003462197289796732
0.0528947,0.0004998000799680128,0.000446923053615373
0.0531579,0.001999200319872051,0.000893175403971877
0.0534211,0.0037984806077568972,0.0012300470132762442
0.0536842,0.008496601359456218,0.00183532457167786
0.0539474,0.022990803678528588,0.002996881400830757
0.0542105,0.06407437025189924,0.004896728188567099
0.0544737,0.16613354658136745,0.007442521082579462
0.0547368,0.3116753298680528,0.009261706957228387
0.055,0.4540183926429428,0.009955633122087209
