p,pfail,err
0.0506053,0.00020999160033598657,9.163822484084312e-05
0.0506579,0.0015699372025118996,0.0002503924761888773
0.0507105,0.007909683612655493,0.0005602430417430406
0.0507632,0.02843886244550218,0.001051265682665851
0.0508158,0.08316673330667733,0.005521577309493678
0.0508684,0.19372251099560175,0.007902699464621759
0.0509211,0.3321671331467413,0.009417928252673066
0.0509737,0.45191923230707715,0.009951667279334064
0.0510263,0.49840063974410237,0.009997949450833415
0.0510789,0.5161935225909636,0.009992755669188192
0.0511316,0.5171931227508997,0.009992087964148218
0.0511842,0.5163934426229508,0.009992625330271857
0.0512368,0.5113954418232707,0.009995403659909446
0.0512895,0.5094962015193922,0.009996197240899644
