24,0.0510263,0.0510263,10000,4292
24,0.0510789,0.0510789,10000,4835
24,0.0511316,0.0511316,10000,5078
24,0.0511842,0.0511842,10000,5135
24,0.0512368,0.0512368,10000,5116
24,0.0505,0.0505,10000,0
24,0.0505526,0.0505526,10000,4
24,0.0506053,0.0506053,100000,82
24,0.0506579,0.0506579,100000,325
24,0.0507105,0.0507105,100000,1057
24,0.0512895,0.0512895,10000,5174
24,0.0513421,0.0513421,10000,5165
24,0.0513947,0.0513947,10000,5044
24,0.0514474,0.0514474,10000,5187
24,0.0515,0.0515,10000,5109
24,0.0507632,0.0507632,100000,2776
24,0.0508158,0.0508158,10000,689
24,0.0508684,0.0508684,10000,1371
24,0.0509211,0.0509211,10000,2361
24,0.0509737,0.0509737,10000,3453
