p,pfail,err
0.0506053,0.0008399664013439463,0.00018321869868515186
0.0506579,0.0032698692052317907,0.0003610566049106715
0.0507105,0.010589576416943322,0.0006473644478197652
0.0507632,0.027778888844446223,0.0010393486793821751
0.0508158,0.06907237105157937,0.005070529295509718
0.0508684,0.13724510195921633,0.0068807423823796215
0.0509211,0.23620551779288285,0.008493299359449653
0.0509737,0.34536185525789687,0.009507820897187902
0.0510263,0.4292283086765294,0.00989734126607905
0.0510789,0.48350659736105556,0.009992559560449376
0.0511316,0.507796881247501,0.00999678494184283
0.0511842,0.5134946021591363,0.00999435857890166
0.0512368,0.5115953618552579,0.009995311727543366
0.0512895,0.5173930427828869,0.009991949619679844
