24,0.0459483,0.0459483,10000,5183
24,0.0461207,0.0461207,10000,5182
24,0.0462931,0.0462931,10000,5133
24,0.0464655,0.0464655,10000,5145
24,0.0466379,0.0466379,10000,5157
24,0.0468103,0.0468103,10000,5124
24,0.0469828,0.0469828,10000,5103
24,0.0471552,0.0471552,10000,5266
24,0.0473276,0.0473276,10000,5130
24,0.0475,0.0475,10000,5086
24,0.0425,0.0425,10000,8
24,0.0426724,0.0426724,10000,21
24,0.0428448,0.0428448,10000,50
24,0.0430172,0.0430172,10000,110
24,0.0431897,0.0431897,10000,242
24,0.0433621,0.0433621,10000,525
24,0.0435345,0.0435345,10000,1136
24,0.0437069,0.0437069,10000,2285
24,0.0438793,0.0438793,10000,3610
24,0.0440517,0.0440517,10000,4651
24,0.0442241,0.0442241,10000,4941
24,0.0443966,0.0443966,10000,5019
24,0.044569,0.044569,10000,5063
24,0.0447414,0.0447414,10000,5024
24,0.0449138,0.0449138,10000,5063
24,0.0450862,0.0450862,10000,5024
24,0.0452586,0.0452586,10000,5143
24,0.045431,0.045431,10000,5027
24,0.0456034,0.0456034,10000,5033
24,0.0457759,0.0457759,10000,5091
