p,pfail,err
0.048,0.00019992003198720512,0.0002827013575563097
0.0482632,0.00019992003198720512,0.0002827013575563097
0.0485263,0.00019992003198720512,0.0002827013575563097
0.0487895,0.00019992003198720512,0.0002827013575563097
0.0490526,0.00019992003198720512,0.0002827013575563097
0.0493158,0.00019992003198720512,0.0002827013575563097
0.0495789,0.00019992003198720512,0.0002827013575563097
0.0498421,0.00019992003198720512,0.0002827013575563097
0.0501053,0.00019992003198720512,0.0002827013575563097
0.0503684,0.0002998800479808077,0.0003462197289796732
0.0506316,0.006297481007596961,0.001581811697050062
0.0508947,0.09346261495401839,0.005820428752904984
0.0511579,0.38554578168732506,0.009732533271590741
0.0514211,0.5187924830067973,0.009990936367987339
0.0516842,0.5348860455817673,0.009973635053028476
0.0519474,0.5175929628148741,0.00999180967390462
0.0522105,0.5296881247501,0.009980360868140274
0.0524737,0.532686925229908,0.009976613295225428
0.0527368,0.5239904038384646,0.009986485480516453
0.053,0.5298880447820872,0.009980122282584089
