p,pfail,err
0.0541579,0.0013994402239104358,0.000747508667979558
0.0542368,0.003398640543782487,0.001163741464766093
0.0543158,0.01289484206317473,0.0022559677055358825
0.0543947,0.032087165133946424,0.0035239274057932567
0.0544737,0.08046781287485005,0.005439233721858517
0.0545526,0.16613354658136745,0.007442521082579462
0.0546316,0.28698520591763294,0.009045283419548704
0.0547105,0.40033986405437827,0.009797384723606148
0.0547895,0.46371451419432225,0.009971638379882552
0.0548684,0.4884046381447421,0.009995311727543366
0.0549474,0.5142942822870852,0.009993914051578127
0.0550263,0.5026989204318273,0.009997854944437085
0.0551053,0.5086965213914434,0.009996488198150237
0.0551842,0.5146941223510596,0.009993682185955248
