p,pfail,err
0.0541579,0.05767692922830868,0.004661697958265733
0.0542368,0.070671731307477,0.005124489333018718
0.0543158,0.09466213514594163,0.005853783341946938
0.0543947,0.13414634146341464,0.006814826737986134
0.0544737,0.1683326669332267,0.0074817325227471785
0.0545526,0.20771691323470612,0.008111838146137841
0.0546316,0.2536985205917633,0.008700801739848985
0.0547105,0.30287884846061575,0.009188227861444302
0.0547895,0.3509596161535386,0.009543498009192394
0.0548684,0.397640943622551,0.009786252660469863
0.0549474,0.4333266693322671,0.009908713022061293
0.0550263,0.46761295481807275,0.009977004333744838
0.0551053,0.48910435825669735,0.009995626492462086
0.0551842,0.4986005597760896,0.009997961438895952
