p,pfail,err
0.0541579,0.006597361055577769,0.0016187915735537428
0.0542368,0.015393842463014795,0.0024617726745203477
0.0543158,0.029788084766093563,0.0033993645931217568
0.0543947,0.05587764894042383,0.004592787545353163
0.0544737,0.10665733706517393,0.006172307579325126
0.0545526,0.18132746901239505,0.007704244612131948
0.0546316,0.2681927229108357,0.008858598343392657
0.0547105,0.35775689724110354,0.009584884552369732
0.0547895,0.4319272291083567,0.009904907685927559
0.0548684,0.47550979608156735,0.0099860003947156
0.0549474,0.493702518992403,0.009997207561592975
0.0550263,0.5049980007996802,0.009997501086972132
0.0551053,0.5093962415033987,0.00999623500986721
0.0551842,0.510795681727309,0.009995669859296206
