p,pfail,err
0.0541579,0.023690523790483805,0.003041054741965208
0.0542368,0.03878448620551779,0.0038608467308512864
0.0543158,0.06117552978808476,0.00479208181462353
0.0543947,0.09026389444222312,0.005730043294991194
0.0544737,0.12724910035985607,0.0066637035310017885
0.0545526,0.18682526989204318,0.007793865384625904
0.0546316,0.2604958016793283,0.008776348094757682
0.0547105,0.32007197121151537,0.009328212881377224
0.0547895,0.3836465413834466,0.009723524581913102
0.0548684,0.43132746901239505,0.00990325217459644
0.0549474,0.47570971611355456,0.009986195632081592
0.0550263,0.4973010795681727,0.009997854944437085
0.0551053,0.5146941223510596,0.009993682185955248
0.0551842,0.4986005597760896,0.009997961438895952
