24,0.054,0.054,10000,15
24,0.0540789,0.0540789,10000,34
24,0.0541579,0.0541579,10000,64
24,0.0542368,0.0542368,10000,152
24,0.0543158,0.0543158,10000,296
24,0.0543947,0.0543947,10000,557
24,0.0544737,0.0544737,10000,1065
24,0.0545526,0.0545526,10000,1812
24,0.0546316,0.0546316,10000,2681
24,0.0547105,0.0547105,10000,3577
24,0.0547895,0.0547895,10000,4319
24,0.0548684,0.0548684,10000,4755
24,0.0549474,0.0549474,10000,4937
24,0.0550263,0.0550263,10000,5050
24,0.0551053,0.0551053,10000,5094
24,0.0551842,0.0551842,10000,5108
24,0.0552632,0.0552632,10000,5044
24,0.0553421,0.0553421,10000,5107
24,0.0554211,0.0554211,10000,5069
24,0.0555,0.0555,10000,5143
