p,pfail,err
0.0001,0.00019992003198720512,0.0002827013575563097
0.000621053,0.00019992003198720512,0.0002827013575563097
0.00114211,0.0005997600959616154,0.0004895551938243969
0.00166316,0.011995201919232307,0.0021768397661547476
0.00218421,0.0468812475009996,0.004226844209184006
0.00270526,0.10335865653738505,0.006087317610260983
0.00322631,0.19602159136345462,0.00793811346448055
0.00374737,0.29118352658936425,0.009084341586934677
0.00426842,0.3821471411435426,0.009716301706729855
0.00478947,0.446421431427429,0.009940433084726287
0.00531053,0.4817073170731707,0.009991307252421502
0.00583158,0.5143942423030787,0.009993856685325708
0.00635263,0.5168932427029188,0.00999229247854572
0.00687369,0.5113954418232707,0.009995403659909446
0.00739474,0.5146941223510596,0.009993682185955248
0.00791579,0.5161935225909636,0.009992755669188192
0.00843684,0.5099960015993602,0.009996002398720607
0.00895789,0.5085965613754498,0.009996522768744182
0.00947895,0.5167932826869253,0.009992359849429694
0.01,0.5198920431827269,0.00999008518114015
