p,pfail,err
0.0001,0.00019992003198720512,0.0002827013575563097
0.000621053,0.00019992003198720512,0.0002827013575563097
0.00114211,0.00019992003198720512,0.0002827013575563097
0.00166316,0.0005997600959616154,0.0004895551938243969
0.00218421,0.0009996001599360256,0.0006318865970361352
0.00270526,0.00509796081567373,0.0014240707333193936
0.00322631,0.011195521791283487,0.002103877922389231
0.00374737,0.020891643342662934,0.002859860400760433
0.00426842,0.031787285085965615,0.0035079650952493627
0.00478947,0.04788084766093562,0.004269428255426137
0.00531053,0.06967213114754098,0.005090854878525085
0.00583158,0.09306277489004398,0.005809245991721014
0.00635263,0.12375049980007997,0.00658461711618052
0.00687369,0.1406437425029988,0.006951683372997667
0.00739474,0.17962814874050378,0.007676013437671092
0.00791579,0.21361455417832867,0.00819551608960772
0.00843684,0.24840063974410237,0.008639979460016177
0.00895789,0.28618552578968415,0.009037736219699916
0.00947895,0.33026789284286284,0.009404309028773766
0.01,0.36595361855257896,0.009632004819434237
