p,pfail,err
0.0001,0.00019992003198720512,0.0002827013575563097
0.000621053,0.00019992003198720512,0.0002827013575563097
0.00114211,0.00019992003198720512,0.0002827013575563097
0.00166316,0.0034986005597760898,0.0011806720742614833
0.00218421,0.018992403038784487,0.0027294132679980387
0.00270526,0.04378248700519792,0.004091397868715164
0.00322631,0.08896441423430627,0.005692709031669677
0.00374737,0.1484406237504998,0.007109302716467994
0.00426842,0.20941623350659735,0.00813621230548534
0.00478947,0.2809876049580168,0.008987831544974427
0.00531053,0.34866053578568573,0.009529020187733595
0.00583158,0.4031387445021991,0.009808602112594569
0.00635263,0.44292283086765294,0.009932643945055077
0.00687369,0.4723110755697721,0.009982658363299804
0.00739474,0.5035985605757697,0.00999774165546546
0.00791579,0.5138944422231108,0.009994139515749186
0.00843684,0.5220911635345862,0.009988237394204149
0.00895789,0.5219912035185925,0.009988325591803182
0.00947895,0.5131947221111556,0.009994518675851228
0.01,0.5173930427828869,0.009991949619679844
