14,0.0001,0,10000,0
14,0.000621053,0,10000,0
14,0.00114211,0,10000,0
14,0.00166316,0,10000,4
14,0.00218421,0,10000,8
14,0.00270526,0,10000,49
14,0.00322631,0,10000,110
14,0.00374737,0,10000,207
14,0.00426842,0,10000,316
14,0.00478947,0,10000,477
14,0.00531053,0,10000,695
14,0.00583158,0,10000,929
14,0.00635263,0,10000,1236
14,0.00687369,0,10000,1405
14,0.00739474,0,10000,1795
14,0.00791579,0,10000,2135
14,0.00843684,0,10000,2483
14,0.00895789,0,10000,2861
14,0.00947895,0,10000,3302
14,0.01,0,10000,3659
